L1	L2	L3	ID
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10754
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10773
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10778
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10798
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10800
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10843
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10844
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10857
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10896
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10901
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10906
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K10979
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K12149
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K12196
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K13529
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K13530
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K13531
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K13797
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14159
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14160
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14161
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14162
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K14623
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K15342
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K16898
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K16899
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K17816
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K19619
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K19789
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K21929
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K22585
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K23258
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K24087
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K24088
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K24089
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K24090
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K00558
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K01972
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02313
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02314
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02315
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02316
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02319
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02322
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02323
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02335
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02337
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02338
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02339
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02340
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02341
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02342
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02343
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02344
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02345
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02469
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02470
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02621
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02622
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02683
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03111
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03166
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03167
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03168
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03169
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03346
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03469
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03470
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03471
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03530
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03645
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03763
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K04764
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K04799
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K04800
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K04801
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K04802
